1,157.25.5.193,157.25.5.193,6.581,52.2394,21.0362
2,157.25.3.169,157.25.3.169,9.769,52.2394,21.0362
3,plwaw3-so-5-0-0-0.net.ipartners.pl,157.25.3.97,9.785,52.2394,21.0362
4,fra-tr1-p0-1-1.gtsce.net,195.39.208.69,29.797,46,25
5,sl-gw10-fra-4-0.sprintlink.net,217.147.111.113,26.343,51.2993,9.491
6,217.147.96.37,217.147.96.37,26.490,51.2993,9.491
7,sl-bb21-par-4-0.sprintlink.net,213.206.129.149,36.279,51.4964,-0.1224
8,sl-bb24-nyc-9-0.sprintlink.net,144.232.9.166,106.487,37.751,-97.822
9,sl-crs2-nyc-0-12-0-0.sprintlink.net,144.232.7.39,107.595,37.751,-97.822
10,sl-bb24-chi-13-0.sprintlink.net,144.232.20.118,128.067,37.751,-97.822
11,sl-bb25-chi-15-0.sprintlink.net,144.232.26.81,129.752,37.751,-97.822
12,sl-bb21-sea-1-0.sprintlink.net,144.232.20.156,236.649,37.751,-97.822
13,sl-bb20-tac-6-0.sprintlink.net,144.232.8.61,179.489,37.751,-97.822
14,sl-gw9-tac-0-0.sprintlink.net,144.232.17.118,179.512,37.751,-97.822
15,sl-microsoft-24-0.sprintlink.net,144.232.187.194,182.414,37.751,-97.822
16,ge-1-3-0-45.wst-64cb-1b.ntwk.msn.net,207.46.39.227,182.458,47.6801,-122.1206
17,ge-6-1-0-0.tuk-64cb-1b.ntwk.msn.net,207.46.35.33,195.131,47.6801,-122.1206
18,ten1-1.tuk-76c-1b.ntwk.msn.net,207.46.35.69,194.908,47.6801,-122.1206
19,po17.tuk-65ns-mcs-1b.ntwk.msn.net,207.46.35.146,195.390,47.6801,-122.1206
20,*,*,*,,
21,*,*,*,,
22,*,*,*,,
23,*,*,*,,
24,*,*,*,,
25,*,*,*,,
26,*,*,*,,
27,*,*,*,,
28,*,*,*,,
29,*,*,*,,
