1,fe0-0.chr01-kent-syd.comindico.com.au,203.220.0.1,0.577,-33.8972,151.1488
2,ge1-10.dls01-kent-syd.comindico.com.au,203.220.112.48,0.991,-37.9181,145.0354
3,13.112.220.203.unassigned.comindico.com.au,203.220.112.13,0.723,-37.9181,145.0354
4,202.139.19.1,202.139.19.1,0.932,-33.494,143.2104
5,203.208.148.89,203.208.148.89,158.962,1.2855,103.8565
6,ge-4-0-0-0.plapx-dr1.ix.singtel.com,203.208.149.5,159.924,1.2855,103.8565
7,sl-st21-pa-8-0-2.sprintlink.net,144.223.243.105,156.421,38.9604,-94.5765
8,144.232.20.6,144.232.20.6,160.798,37.751,-97.822
9,sl-bb23-ana-6-0.sprintlink.net,144.232.20.158,170.281,37.751,-97.822
10,sl-bb20-ana-9-0.sprintlink.net,144.232.1.133,245.204,37.751,-97.822
11,sl-gw29-ana-0-0.sprintlink.net,144.232.1.146,169.806,37.751,-97.822
12,sl-china6-1-0.sprintlink.net,160.81.147.166,274.013,37.751,-97.822
13,219.158.7.178,219.158.7.178,274.745,34.7725,113.7266
14,219.158.7.177,219.158.7.177,297.816,34.7725,113.7266
15,202.96.12.38,202.96.12.38,297.904,39.9289,116.3883
16,61.148.3.30,61.148.3.30,297.786,39.9289,116.3883
17,202.106.48.18,202.106.48.18,297.736,39.9289,116.3883
18,*,*,*,,
19,*,*,*,,
20,*,*,*,,
21,*,*,*,,
22,*,*,*,,
23,*,*,*,,
24,*,*,*,,
25,*,*,*,,
26,*,*,*,,
27,*,*,*,,
28,*,*,*,,
29,*,*,*,,
30,*,*,*,,
