1,143.160.32.200,143.160.32.200,1.033,-26.7167,27.1
2,fw,143.160.64.1,0.389,-26.7167,27.1
3,igs,143.160.4.2,0.937,-26.7167,27.1
4,bb-puk-mc-ipnet.uni.net.za,155.232.207.69,10.611,-33.9833,18.4
5,tnet-0001-telkombell-ce-3.uni.net.za,155.232.210.6,32.253,-33.9833,18.4
6,int-puk-mc-ipnet.uni.net.za,155.232.200.129,32.556,-33.9833,18.4
7,wblv-ip-lir-1-wan.telkom-ipnet.co.za,196.25.251.149,32.252,-29,24
8,196.43.18.66,196.43.18.66,260.507,-29,24
9,so-3-0-1.ar1.DCA3.gblx.net,208.49.224.161,263.575,37.751,-97.822
10,sbc-1.ar2.DCA3.gblx.net,64.208.110.30,270.529,37.751,-97.822
11,dcx-core-01.inet.qwest.net,205.171.251.57,261.880,37.751,-97.822
12,*,*,*,,
13,nyc-edge-01.inet.qwest.net,205.171.30.38,270.108,40.7143,-74.006
14,65-118-195-131.dia.static.qwest.net,65.118.195.131,266.124,37.751,-97.822
