1,143.160.32.200,143.160.32.200,1.000,-26.7167,27.1
2,fw,143.160.64.1,0.421,-26.7167,27.1
3,igs,143.160.4.2,1.202,-26.7167,27.1
4,bb-puk-mc-ipnet.uni.net.za,155.232.207.69,11.393,-33.9833,18.4
5,tnet-0001-telkombell-ce-3.uni.net.za,155.232.210.6,32.370,-33.9833,18.4
6,int-puk-mc-ipnet.uni.net.za,155.232.200.129,213.069,-33.9833,18.4
7,wblv-ip-lir-1-wan.telkom-ipnet.co.za,196.25.251.149,234.355,-29,24
8,lon-ip-dir-telecity-pos-5-0.telkom-ipnet.co.za,196.43.9.50,342.389,-29,24
9,83.245.76.221,83.245.76.221,350.036,51.4964,-0.1224
10,*,209.85.252.40,209.85.252.40,37.751,-97.822
11,66.249.95.146,66.249.95.146,420.725,37.4192,-122.0574
12,216.239.46.227,216.239.46.227,603.423,37.3688,-122.0363
13,72.14.233.116,72.14.233.116,593.714,37.4192,-122.0574
14,72.14.233.56,72.14.233.56,556.142,37.4192,-122.0574
15,72.14.239.12,72.14.239.12,448.084,37.4192,-122.0574
16,*,72.14.233.45,72.14.233.45,37.4192,-122.0574
17,216.239.47.58,216.239.47.58,486.775,37.3688,-122.0363
18,72.14.239.169,72.14.239.169,495.677,37.4192,-122.0574
19,pq-in-f87.google.com,209.85.141.87,534.339,37.751,-97.822
