1,143.160.32.200,143.160.32.200,0.910,-26.7167,27.1
2,fw,143.160.64.1,0.386,-26.7167,27.1
3,igs,143.160.4.2,0.923,-26.7167,27.1
4,bb-puk-mc-ipnet.uni.net.za,155.232.207.69,10.578,-33.9833,18.4
5,tnet-0001-telkombell-ce-3.uni.net.za,155.232.210.6,31.890,-33.9833,18.4
6,int-puk-mc-ipnet.uni.net.za,155.232.200.129,32.138,-33.9833,18.4
7,wblv-ip-lir-1-wan.telkom-ipnet.co.za,196.25.251.149,35.084,-29,24
8,ash-ip-dir-equinix-pos-5-5.telkom-ipnet.co.za,196.43.18.54,261.223,-29,24
9,so-3-0-1.ar1.DCA3.gblx.net,208.49.224.161,263.277,37.751,-97.822
10,67.17.198.74,67.17.198.74,263.323,44.8309,-93.4599
11,*,*,*,,
12,*,*,*,,
13,*,*,*,,
14,*,*,*,,
15,*,*,*,,
16,*,*,*,,
17,208.65.153.253,208.65.153.253,337.748,37.751,-97.822
